Ticket_ID,Customer_ID,Customer_Name,Customer_Email,Customer_Country,Customer_Language,Channel,Query_Category,Query_Subcategory,Customer_Query_Text,Intent_Detected,Sentiment_Score,Priority_Level,AI_Response_Text,Human_Escalation_Flag,Resolution_Status,Resolution_Time,Customer_Feedback_Rating,Follow_Up_Required,Timestamp
TKT-10598,CUST-5598,User598,user598@example.com,France,Urdu,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,0.75,Low,AI provided a helpful response.,FALSE,Escalated,33,3,FALSE,2025-12-18T03:35:19.728667
TKT-10599,CUST-5599,User599,user599@example.com,USA,French,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.85,Critical,AI provided a helpful response.,TRUE,Escalated,13,4,FALSE,2026-01-11T17:14:19.728667
TKT-10600,CUST-5600,User600,user600@example.com,Canada,Urdu,Email,Account,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.9,High,AI provided a helpful response.,TRUE,Escalated,2,2,FALSE,2026-01-20T12:42:19.728667
TKT-10601,CUST-5601,User601,user601@example.com,India,Arabic,Chat,Product,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.1,Low,AI provided a helpful response.,FALSE,Escalated,11,4,FALSE,2025-12-13T23:53:19.728667
TKT-10602,CUST-5602,User602,user602@example.com,Australia,English,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Get Help,0.67,High,AI provided a helpful response.,TRUE,Pending,54,5,TRUE,2026-02-05T06:57:19.728667
TKT-10603,CUST-5603,User603,user603@example.com,USA,Hindi,Chat,Product,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.35,Medium,AI provided a helpful response.,FALSE,Resolved,44,1,TRUE,2025-12-18T05:05:19.728667
TKT-10604,CUST-5604,User604,user604@example.com,Germany,Urdu,Chat,Product,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.32,High,AI provided a helpful response.,TRUE,Escalated,14,4,TRUE,2025-12-20T20:41:19.728667
TKT-10605,CUST-5605,User605,user605@example.com,UAE,Hindi,Chat,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.36,Low,AI provided a helpful response.,FALSE,Escalated,14,1,FALSE,2025-12-24T22:41:19.728667
TKT-10606,CUST-5606,User606,user606@example.com,France,Urdu,WhatsApp,Billing,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.57,Critical,AI provided a helpful response.,FALSE,Resolved,46,2,TRUE,2026-01-12T07:05:19.728667
TKT-10607,CUST-5607,User607,user607@example.com,Pakistan,German,WhatsApp,Delivery,Refund Request,Customer is facing an issue and needs support.,Request Info,0.76,High,AI provided a helpful response.,FALSE,Pending,7,4,TRUE,2025-12-29T23:43:19.728667
TKT-10608,CUST-5608,User608,user608@example.com,Germany,Hindi,Email,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,0.77,Low,AI provided a helpful response.,FALSE,Resolved,18,1,TRUE,2025-12-16T20:16:19.728667
TKT-10609,CUST-5609,User609,user609@example.com,Pakistan,French,Chat,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.68,High,AI provided a helpful response.,TRUE,Escalated,69,5,TRUE,2026-01-27T09:59:19.728667
TKT-10610,CUST-5610,User610,user610@example.com,UAE,German,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.57,Medium,AI provided a helpful response.,TRUE,Pending,28,2,TRUE,2026-01-01T07:03:19.728667
TKT-10611,CUST-5611,User611,user611@example.com,Germany,English,Email,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.32,Medium,AI provided a helpful response.,TRUE,Resolved,40,3,FALSE,2025-12-05T15:48:19.728667
TKT-10612,CUST-5612,User612,user612@example.com,India,English,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.37,High,AI provided a helpful response.,TRUE,Resolved,40,4,FALSE,2025-12-14T15:01:19.728667
TKT-10613,CUST-5613,User613,user613@example.com,UK,Hindi,Email,Billing,Refund Request,Customer is facing an issue and needs support.,Request Info,0.25,Low,AI provided a helpful response.,FALSE,Resolved,61,1,FALSE,2026-02-09T01:06:19.728667
TKT-10614,CUST-5614,User614,user614@example.com,USA,Arabic,WhatsApp,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.19,Low,AI provided a helpful response.,TRUE,Escalated,16,4,TRUE,2026-01-06T12:24:19.728667
TKT-10615,CUST-5615,User615,user615@example.com,France,French,Email,Product,Bug Report,Customer is facing an issue and needs support.,Get Help,0.94,Low,AI provided a helpful response.,TRUE,Pending,53,5,FALSE,2026-01-01T04:07:19.728667
TKT-10616,CUST-5616,User616,user616@example.com,India,German,Email,Technical,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.06,Medium,AI provided a helpful response.,FALSE,Escalated,3,3,FALSE,2026-01-07T15:33:19.728667
TKT-10617,CUST-5617,User617,user617@example.com,India,French,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.4,High,AI provided a helpful response.,TRUE,Resolved,14,5,TRUE,2026-01-11T21:16:19.728667
TKT-10618,CUST-5618,User618,user618@example.com,France,French,Web,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,0.14,High,AI provided a helpful response.,TRUE,Resolved,23,2,FALSE,2025-12-08T22:37:19.728667
TKT-10619,CUST-5619,User619,user619@example.com,Australia,French,WhatsApp,Billing,Login Issue,Customer is facing an issue and needs support.,Request Info,0.96,Medium,AI provided a helpful response.,FALSE,Pending,1,1,FALSE,2026-01-06T06:43:19.728667
TKT-10620,CUST-5620,User620,user620@example.com,Pakistan,English,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.16,Medium,AI provided a helpful response.,FALSE,Resolved,6,3,TRUE,2026-01-21T21:42:19.728667
TKT-10621,CUST-5621,User621,user621@example.com,France,French,WhatsApp,Delivery,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.71,High,AI provided a helpful response.,TRUE,Resolved,29,1,TRUE,2025-12-10T20:37:19.728667
TKT-10622,CUST-5622,User622,user622@example.com,Pakistan,Hindi,Web,Delivery,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.24,Medium,AI provided a helpful response.,TRUE,Resolved,72,2,TRUE,2026-01-02T07:22:19.728667
TKT-10623,CUST-5623,User623,user623@example.com,France,Arabic,Chat,Delivery,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.71,Medium,AI provided a helpful response.,FALSE,Pending,53,4,FALSE,2025-12-16T14:46:19.728667
TKT-10624,CUST-5624,User624,user624@example.com,UK,Arabic,Web,Billing,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.57,Medium,AI provided a helpful response.,FALSE,Resolved,7,2,TRUE,2026-01-17T03:38:19.728667
TKT-10625,CUST-5625,User625,user625@example.com,USA,German,Chat,Account,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.42,Medium,AI provided a helpful response.,TRUE,Resolved,30,2,TRUE,2025-12-21T09:16:19.728667
TKT-10626,CUST-5626,User626,user626@example.com,Germany,Arabic,Chat,Technical,Login Issue,Customer is facing an issue and needs support.,Request Info,0.98,Low,AI provided a helpful response.,FALSE,Resolved,35,4,FALSE,2025-12-04T21:20:19.728667
TKT-10627,CUST-5627,User627,user627@example.com,UK,Urdu,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.48,Medium,AI provided a helpful response.,TRUE,Escalated,7,1,FALSE,2025-12-10T21:05:19.728667
TKT-10628,CUST-5628,User628,user628@example.com,Canada,French,WhatsApp,Delivery,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.9,Critical,AI provided a helpful response.,FALSE,Pending,38,2,FALSE,2026-01-28T11:35:19.728667
TKT-10629,CUST-5629,User629,user629@example.com,France,French,Web,Account,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.27,Critical,AI provided a helpful response.,FALSE,Resolved,45,2,TRUE,2025-12-27T18:52:19.728667
TKT-10630,CUST-5630,User630,user630@example.com,USA,German,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,0.64,High,AI provided a helpful response.,TRUE,Resolved,62,3,TRUE,2026-02-07T17:27:19.728667
TKT-10631,CUST-5631,User631,user631@example.com,UAE,Arabic,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.75,Low,AI provided a helpful response.,TRUE,Escalated,15,3,FALSE,2026-02-09T16:07:19.728667
TKT-10632,CUST-5632,User632,user632@example.com,USA,Urdu,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.68,Medium,AI provided a helpful response.,FALSE,Pending,45,1,FALSE,2025-12-30T11:59:19.728667
TKT-10633,CUST-5633,User633,user633@example.com,Canada,English,WhatsApp,Billing,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.74,High,AI provided a helpful response.,TRUE,Pending,60,2,TRUE,2026-01-26T19:51:19.728667
TKT-10634,CUST-5634,User634,user634@example.com,France,German,Email,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,0.45,Low,AI provided a helpful response.,FALSE,Escalated,21,4,TRUE,2026-01-08T03:36:19.728667
TKT-10635,CUST-5635,User635,user635@example.com,Australia,French,Chat,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.98,Critical,AI provided a helpful response.,TRUE,Escalated,58,2,FALSE,2026-01-21T06:41:19.728667
TKT-10636,CUST-5636,User636,user636@example.com,UK,Hindi,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.41,High,AI provided a helpful response.,TRUE,Escalated,70,3,TRUE,2026-01-20T22:57:19.728667
TKT-10637,CUST-5637,User637,user637@example.com,Australia,French,Chat,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.29,Low,AI provided a helpful response.,TRUE,Escalated,29,5,TRUE,2025-12-07T12:14:19.728667
TKT-10638,CUST-5638,User638,user638@example.com,India,German,WhatsApp,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.35,Low,AI provided a helpful response.,FALSE,Escalated,33,5,TRUE,2026-01-02T14:37:19.728667
TKT-10639,CUST-5639,User639,user639@example.com,UK,Urdu,Chat,Billing,Bug Report,Customer is facing an issue and needs support.,Request Info,0.3,Critical,AI provided a helpful response.,FALSE,Pending,31,2,TRUE,2026-01-19T08:37:19.728667
TKT-10640,CUST-5640,User640,user640@example.com,India,English,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.7,Low,AI provided a helpful response.,TRUE,Pending,1,4,FALSE,2025-12-21T19:44:19.728667
TKT-10641,CUST-5641,User641,user641@example.com,Pakistan,Urdu,WhatsApp,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.85,Low,AI provided a helpful response.,FALSE,Resolved,40,3,FALSE,2025-12-11T17:29:19.728667
TKT-10642,CUST-5642,User642,user642@example.com,India,Urdu,Email,Billing,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.37,Low,AI provided a helpful response.,TRUE,Resolved,15,5,TRUE,2026-01-02T08:15:19.728667
TKT-10643,CUST-5643,User643,user643@example.com,Germany,Hindi,Chat,Technical,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.7,Medium,AI provided a helpful response.,FALSE,Escalated,22,2,TRUE,2025-12-14T00:49:19.728667
TKT-10644,CUST-5644,User644,user644@example.com,Germany,French,Chat,Account,Bug Report,Customer is facing an issue and needs support.,Complaint,0.18,Critical,AI provided a helpful response.,FALSE,Escalated,40,2,FALSE,2025-12-18T00:57:19.728667
TKT-10645,CUST-5645,User645,user645@example.com,Pakistan,Urdu,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Complaint,0.62,Low,AI provided a helpful response.,TRUE,Escalated,7,3,FALSE,2026-01-03T15:28:19.728667
TKT-10646,CUST-5646,User646,user646@example.com,France,Hindi,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Request Info,0,High,AI provided a helpful response.,FALSE,Pending,2,5,FALSE,2026-01-15T00:30:19.728667
TKT-10647,CUST-5647,User647,user647@example.com,UAE,French,Chat,Billing,Bug Report,Customer is facing an issue and needs support.,Complaint,0.69,Medium,AI provided a helpful response.,TRUE,Pending,27,2,TRUE,2026-01-03T04:59:19.728667
TKT-10648,CUST-5648,User648,user648@example.com,USA,Hindi,Email,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,0.25,Critical,AI provided a helpful response.,TRUE,Resolved,69,5,TRUE,2026-01-23T00:36:19.728667
TKT-10649,CUST-5649,User649,user649@example.com,Australia,French,Chat,Technical,Login Issue,Customer is facing an issue and needs support.,Get Help,0.99,Medium,AI provided a helpful response.,TRUE,Resolved,43,1,FALSE,2025-12-25T12:42:19.728667
TKT-10650,CUST-5650,User650,user650@example.com,Australia,German,Chat,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.75,Medium,AI provided a helpful response.,FALSE,Resolved,42,4,FALSE,2025-12-12T00:00:19.728667
TKT-10651,CUST-5651,User651,user651@example.com,UK,German,Chat,Billing,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.3,Medium,AI provided a helpful response.,FALSE,Resolved,54,5,TRUE,2026-01-03T03:55:19.728667
TKT-10652,CUST-5652,User652,user652@example.com,Germany,Arabic,WhatsApp,Billing,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.78,Low,AI provided a helpful response.,TRUE,Pending,10,2,FALSE,2026-02-09T06:20:19.728667
TKT-10653,CUST-5653,User653,user653@example.com,Pakistan,French,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.57,Critical,AI provided a helpful response.,TRUE,Escalated,57,1,FALSE,2025-12-19T08:14:19.728667
TKT-10654,CUST-5654,User654,user654@example.com,UK,German,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.54,Medium,AI provided a helpful response.,FALSE,Resolved,25,5,TRUE,2026-01-06T04:57:19.728667
TKT-10655,CUST-5655,User655,user655@example.com,Pakistan,German,Web,Delivery,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.14,Low,AI provided a helpful response.,TRUE,Pending,72,2,TRUE,2026-01-01T05:58:19.728667
TKT-10656,CUST-5656,User656,user656@example.com,UAE,Hindi,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.78,Low,AI provided a helpful response.,FALSE,Resolved,23,4,TRUE,2025-12-17T12:30:19.728667
TKT-10657,CUST-5657,User657,user657@example.com,Pakistan,French,Email,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.91,Medium,AI provided a helpful response.,TRUE,Resolved,11,3,FALSE,2025-12-02T15:04:19.728667
TKT-10658,CUST-5658,User658,user658@example.com,UAE,Hindi,WhatsApp,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.59,Critical,AI provided a helpful response.,FALSE,Pending,54,2,FALSE,2025-12-19T15:00:19.728667
TKT-10659,CUST-5659,User659,user659@example.com,UK,Arabic,Web,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.07,Critical,AI provided a helpful response.,TRUE,Pending,64,1,FALSE,2025-12-29T01:40:19.728667
TKT-10660,CUST-5660,User660,user660@example.com,Canada,German,Web,Account,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.37,Medium,AI provided a helpful response.,TRUE,Resolved,45,3,TRUE,2026-02-02T21:39:19.728667
TKT-10661,CUST-5661,User661,user661@example.com,USA,German,Web,Billing,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.03,High,AI provided a helpful response.,FALSE,Resolved,69,5,TRUE,2026-01-29T07:49:19.728667
TKT-10662,CUST-5662,User662,user662@example.com,UAE,Arabic,WhatsApp,Billing,Refund Request,Customer is facing an issue and needs support.,Complaint,0.09,High,AI provided a helpful response.,FALSE,Resolved,46,2,FALSE,2025-12-18T00:51:19.728667
TKT-10663,CUST-5663,User663,user663@example.com,France,Urdu,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Get Help,0.09,Critical,AI provided a helpful response.,FALSE,Escalated,2,4,FALSE,2025-12-29T12:42:19.728667
TKT-10664,CUST-5664,User664,user664@example.com,France,English,Web,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.8,Low,AI provided a helpful response.,FALSE,Resolved,35,4,TRUE,2026-01-25T15:48:19.728667
TKT-10665,CUST-5665,User665,user665@example.com,India,French,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.88,Medium,AI provided a helpful response.,FALSE,Escalated,48,1,TRUE,2026-01-27T22:18:19.728667
TKT-10666,CUST-5666,User666,user666@example.com,USA,German,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.06,High,AI provided a helpful response.,TRUE,Escalated,72,4,TRUE,2025-12-21T15:29:19.728667
TKT-10667,CUST-5667,User667,user667@example.com,UAE,French,WhatsApp,Billing,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.16,Critical,AI provided a helpful response.,TRUE,Pending,23,3,TRUE,2026-01-15T19:35:19.728667
TKT-10668,CUST-5668,User668,user668@example.com,France,Arabic,Web,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.91,Critical,AI provided a helpful response.,TRUE,Pending,3,3,TRUE,2026-02-08T16:09:19.728667
TKT-10669,CUST-5669,User669,user669@example.com,Pakistan,English,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.44,Critical,AI provided a helpful response.,FALSE,Pending,56,1,TRUE,2026-01-29T07:21:19.728667
TKT-10670,CUST-5670,User670,user670@example.com,India,Urdu,Chat,Technical,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.8,Critical,AI provided a helpful response.,TRUE,Pending,30,4,FALSE,2026-01-21T06:53:19.728667
TKT-10671,CUST-5671,User671,user671@example.com,India,English,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Get Help,0.04,Critical,AI provided a helpful response.,TRUE,Resolved,27,2,FALSE,2025-12-25T19:35:19.728667
TKT-10672,CUST-5672,User672,user672@example.com,Germany,English,WhatsApp,Billing,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.91,High,AI provided a helpful response.,TRUE,Escalated,34,1,FALSE,2026-01-21T14:49:19.728667
TKT-10673,CUST-5673,User673,user673@example.com,France,Hindi,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.14,Critical,AI provided a helpful response.,TRUE,Pending,55,2,FALSE,2026-01-03T02:13:19.728667
TKT-10674,CUST-5674,User674,user674@example.com,Australia,German,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.94,Medium,AI provided a helpful response.,TRUE,Pending,10,5,FALSE,2025-12-20T22:24:19.728667
TKT-10675,CUST-5675,User675,user675@example.com,Canada,Arabic,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.78,Critical,AI provided a helpful response.,TRUE,Pending,5,4,TRUE,2025-12-18T11:46:19.728667
TKT-10676,CUST-5676,User676,user676@example.com,USA,Arabic,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.08,Medium,AI provided a helpful response.,FALSE,Resolved,37,1,TRUE,2025-12-30T15:46:19.728667
TKT-10677,CUST-5677,User677,user677@example.com,Pakistan,German,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Request Info,0.78,Medium,AI provided a helpful response.,FALSE,Resolved,23,5,FALSE,2026-01-13T02:57:19.728667
TKT-10678,CUST-5678,User678,user678@example.com,France,German,Chat,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,0.19,Medium,AI provided a helpful response.,FALSE,Escalated,14,5,FALSE,2025-12-04T18:43:19.728667
TKT-10679,CUST-5679,User679,user679@example.com,India,French,Web,Technical,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.28,Low,AI provided a helpful response.,FALSE,Resolved,14,2,TRUE,2025-12-29T02:04:19.728667
TKT-10680,CUST-5680,User680,user680@example.com,UAE,Hindi,WhatsApp,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.99,Low,AI provided a helpful response.,TRUE,Escalated,59,4,FALSE,2026-01-23T10:21:19.728667
TKT-10681,CUST-5681,User681,user681@example.com,USA,French,Email,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.99,Medium,AI provided a helpful response.,FALSE,Resolved,6,4,FALSE,2025-12-12T16:06:19.728667
TKT-10682,CUST-5682,User682,user682@example.com,India,German,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.15,High,AI provided a helpful response.,FALSE,Pending,14,4,FALSE,2026-01-01T19:46:19.728667
TKT-10683,CUST-5683,User683,user683@example.com,Pakistan,French,Web,Billing,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.51,Medium,AI provided a helpful response.,TRUE,Escalated,58,5,FALSE,2025-12-17T17:59:19.728667
TKT-10684,CUST-5684,User684,user684@example.com,France,French,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.22,Low,AI provided a helpful response.,TRUE,Escalated,5,4,TRUE,2025-12-22T16:13:19.728667
TKT-10685,CUST-5685,User685,user685@example.com,Pakistan,German,Chat,Delivery,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.57,Critical,AI provided a helpful response.,TRUE,Resolved,21,2,FALSE,2026-01-31T02:24:19.728667
TKT-10686,CUST-5686,User686,user686@example.com,UK,German,Web,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.24,High,AI provided a helpful response.,FALSE,Resolved,71,1,FALSE,2026-01-16T23:04:19.728667
TKT-10687,CUST-5687,User687,user687@example.com,Germany,Arabic,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,0.56,Medium,AI provided a helpful response.,TRUE,Resolved,35,3,TRUE,2025-12-25T07:17:19.728667
TKT-10688,CUST-5688,User688,user688@example.com,Canada,Urdu,Chat,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.42,Critical,AI provided a helpful response.,TRUE,Escalated,72,5,TRUE,2025-12-06T21:03:19.728667
TKT-10689,CUST-5689,User689,user689@example.com,Canada,English,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.89,Medium,AI provided a helpful response.,FALSE,Pending,35,2,TRUE,2026-01-28T16:16:19.728667
TKT-10690,CUST-5690,User690,user690@example.com,UAE,Arabic,Chat,Product,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.62,Low,AI provided a helpful response.,TRUE,Resolved,45,2,TRUE,2025-12-20T08:44:19.728667
TKT-10691,CUST-5691,User691,user691@example.com,Australia,German,Web,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,0.87,Critical,AI provided a helpful response.,FALSE,Escalated,31,5,TRUE,2026-02-04T11:15:19.728667
TKT-10692,CUST-5692,User692,user692@example.com,Germany,German,Web,Technical,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.48,Critical,AI provided a helpful response.,TRUE,Resolved,55,2,FALSE,2026-01-09T18:40:19.728667
TKT-10693,CUST-5693,User693,user693@example.com,India,Arabic,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.78,Medium,AI provided a helpful response.,TRUE,Resolved,49,1,TRUE,2025-12-05T04:31:19.728667
TKT-10694,CUST-5694,User694,user694@example.com,UAE,Arabic,Chat,Account,Bug Report,Customer is facing an issue and needs support.,Complaint,0.71,Low,AI provided a helpful response.,TRUE,Resolved,16,4,FALSE,2026-01-23T05:00:19.728667
TKT-10695,CUST-5695,User695,user695@example.com,USA,French,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.6,Critical,AI provided a helpful response.,FALSE,Resolved,32,5,TRUE,2026-01-10T21:56:19.728667
TKT-10696,CUST-5696,User696,user696@example.com,Germany,Hindi,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.66,High,AI provided a helpful response.,TRUE,Escalated,16,4,TRUE,2026-02-06T09:13:19.728667
TKT-10697,CUST-5697,User697,user697@example.com,UAE,German,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.42,High,AI provided a helpful response.,FALSE,Pending,6,2,TRUE,2025-12-08T00:53:19.728667
TKT-10698,CUST-5698,User698,user698@example.com,UK,Urdu,Web,Account,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.14,Critical,AI provided a helpful response.,FALSE,Escalated,54,1,TRUE,2025-12-11T08:49:19.728667
TKT-10699,CUST-5699,User699,user699@example.com,India,Hindi,Chat,Technical,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.04,Medium,AI provided a helpful response.,FALSE,Resolved,13,3,FALSE,2025-12-14T17:14:19.728667
TKT-10700,CUST-5700,User700,user700@example.com,Pakistan,Urdu,WhatsApp,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.92,Critical,AI provided a helpful response.,TRUE,Pending,17,1,TRUE,2026-01-27T15:18:19.728667
TKT-10701,CUST-5701,User701,user701@example.com,France,Urdu,Chat,Product,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.73,Low,AI provided a helpful response.,FALSE,Pending,36,2,FALSE,2026-01-03T10:09:19.728667
TKT-10702,CUST-5702,User702,user702@example.com,USA,German,Email,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.27,Low,AI provided a helpful response.,FALSE,Pending,70,2,TRUE,2026-01-02T15:48:19.728667
TKT-10703,CUST-5703,User703,user703@example.com,France,Hindi,WhatsApp,Billing,Refund Request,Customer is facing an issue and needs support.,Request Info,0.65,High,AI provided a helpful response.,FALSE,Resolved,46,2,TRUE,2026-01-08T10:28:19.728667
TKT-10704,CUST-5704,User704,user704@example.com,Canada,German,WhatsApp,Billing,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.98,Low,AI provided a helpful response.,TRUE,Pending,6,4,TRUE,2025-12-22T02:16:19.728667
TKT-10705,CUST-5705,User705,user705@example.com,Canada,Urdu,WhatsApp,Delivery,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.78,Low,AI provided a helpful response.,FALSE,Escalated,9,1,TRUE,2025-12-27T03:07:19.728667
TKT-10706,CUST-5706,User706,user706@example.com,Germany,Hindi,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.25,Critical,AI provided a helpful response.,TRUE,Escalated,60,4,FALSE,2026-01-05T05:53:19.728667
TKT-10707,CUST-5707,User707,user707@example.com,Australia,French,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.03,Medium,AI provided a helpful response.,FALSE,Escalated,69,1,FALSE,2026-02-06T16:10:19.728667
TKT-10708,CUST-5708,User708,user708@example.com,Australia,German,Chat,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.52,High,AI provided a helpful response.,TRUE,Resolved,22,3,TRUE,2025-12-25T23:59:19.728667
TKT-10709,CUST-5709,User709,user709@example.com,USA,Hindi,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.1,Critical,AI provided a helpful response.,TRUE,Resolved,3,2,TRUE,2025-12-04T12:17:19.728667
TKT-10710,CUST-5710,User710,user710@example.com,Canada,English,Chat,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.14,Medium,AI provided a helpful response.,TRUE,Resolved,54,2,TRUE,2026-01-06T14:22:19.728667
TKT-10711,CUST-5711,User711,user711@example.com,UK,Arabic,Web,Technical,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0,Medium,AI provided a helpful response.,TRUE,Pending,19,5,FALSE,2025-12-08T06:50:19.728667
TKT-10712,CUST-5712,User712,user712@example.com,Germany,French,Email,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.51,Critical,AI provided a helpful response.,TRUE,Escalated,54,3,TRUE,2026-01-05T05:29:19.728667
